ACCT_CURR_AMOUNT,ORIG_CURR_CD,TRANSACTION_TYPE_DESC,TRANSACTION_TYPE_CATEGORY,ACCOUNT_KEY,ORIGINATOR_NAME,EXECUTION_LOCAL_DATE_TIME,FOREIGN_COUNTRY_CD
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_16505521297244398506_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_56568125553551125632_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_72780561212432546600_T2,DENEEN SOUTH TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,CAD_40801949775148726984_T2,Name,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_48731670191184860276_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_59948792933386467296_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_16894177064316831151_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,US
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_86912393630578769714_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_43511383099269667149_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_15757177812153171778_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_71941560191658589309_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_36980400712692318919_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_16983413792137985497_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,EU
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_68566697747337722819_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_28949154900212781946_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_08609607252487328482_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_98512941982579999096_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_99760621345368526950_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_76378365982940253173_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_99317477688989565487_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_06142986322194970992_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_29807097144567581617_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_61410120257151883025_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_67492733825165380927_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
250500.111,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_54732217277011258319_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,USD_34695101437637104326_T2,EMILY JOHN,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_52069600025474824241_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_44303379584327163675_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_39702197760540507852_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_71991288383965045913_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_04104712255220946722_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_14617227127495791244_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,MX
10000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_94115898089266086808_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Loan initial funding by foreign currency personal check,TRANSACTIONS,USD_28450336301237649614_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_40633152720340346831_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by local currency cash,TRANSACTIONS,EUR_97674255854982647905_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
8500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_40633152720340346831_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
255001,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_79380892821949693277_T2,PEARSON COR COAST LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_50784778766858085268_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_78072820378975304845_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_11679015460449466132_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_81994127960570249384_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_84818133523282705963_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_17541884960196051407_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_00796887893954332945_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_63850140799025735137_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_59044694397202808568_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Local currency cash deposit,TRANSACTIONS,GBP_73631532499497080269_T2,DENEEN SOUTH TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,USD_86361916994643843225_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,EU
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_99760621345368526950_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,USD_85080646137725327217_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_61462444948347674139_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_97539979008966098030_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_82536479464384577429_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_66093897582757655245_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
150000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_39509320899727483306_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_07245455543752938289_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,EU
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_07267797247481992642_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_20778067471582680750_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,US
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_56576128101534945449_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
100000,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_16239453944491877758_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CA
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_49944764631099480288_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_17479645580810037851_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_89733721662813182150_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_30223482659964680104_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_17430333364796500165_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
50000.111,EUR,Local currency cash withdrawals,TRANSACTIONS,EUR_74968792100437305425_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_23739627388209818729_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
7670,MXN,Local currency personal check withdrawals,TRANSACTIONS,EUR_40547444828638357311_T2,Name,28-DEC-12 10.29.20.000000000 PM,CA
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_11679015460449466132_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
5000,USD,Card local currency ATM withdrawals,TRANSACTIONS,GBP_78072820378975304845_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CA
250500.111,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_97539979008966098030_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_17541884960196051407_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_18860123524888852004_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_24352427382800026380_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
3000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_88767670338591322489_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_70495718085028439196_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_67034377441310905199_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_85673285799927065488_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_14482971994690865613_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_48731670191184860276_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
5000,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_40633152720340346831_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_33782155654502003492_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_63850140799025735137_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_74097652097571864942_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
10000,EUR,Card repayment by local currency cash,TRANSACTIONS,USD_92173101515618402082_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,CA
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_28014595865198038143_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000.111,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_58972917898779926676_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_37396681338146664335_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_34912571350881596912_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_48434289231607751490_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
5000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_02508539554681718275_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_22781665992085346523_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_57810821910223570751_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,USD_68133882975299547879_T2,EMILY JOHN,28-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_23089563821789349344_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_48132457952040762486_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_00809563240390827561_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_20778067471582680750_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_76611316885919005619_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_49311108758913003994_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_73648548217681847827_T2,DENEEN SOUTH TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_57095056849998283040_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
200000,CAD,Card local currency ATM withdrawals,TRANSACTIONS,GBP_32772735995966976456_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_93769769308031936541_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_88767670338591322489_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_97260623367115248104_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,EU
200000,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_25885823882844135274_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_85475481568824067755_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,US
250000,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_36980400712692318919_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_50784778766858085268_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_07587022436941655193_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_08661873223637910752_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,EUR_50117251111835232242_T2,BIRD BB LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_96933160925332002384_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,JPY_55853895702638006940_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_05784565314308304038_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,US
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,ISK_12378866748285819632_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_32776921467336083206_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
100020,USD,Loan repayment by foreign currency personal check,TRANSACTIONS,GBP_58459498973410939031_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
10000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_84355061292239488806_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_59063406830505416921_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
9000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_59162293015861647296_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,AUD_63222932259398371352_T2,Name,28-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_41748806976920736068_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_05784565314308304038_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
50000,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_54123856723021062895_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_81994127960570249384_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,CHF_95408042137329672079_T2,Name,28-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_23320641391535272343_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_00809563240390827561_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_65019885908010185666_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,EUR_83532322821844931493_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,EU
56565,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_15757177812153171778_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_49311108758913003994_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
1533,EUR,Contract Surrender,TRANSACTIONS,GBP_93994032833039279238_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
8540,MXN,Foreign currency personal check deposits,TRANSACTIONS,GBP_75923968924874610180_T2,IHEART KIDS,11-OCT-12 10.54.08.000000000 PM,CH
830,USD,Local currency monetary instrument deposits,TRANSACTIONS,GBP_56568125553551125632_T2,DANIEL MAURER,21-OCT-12 10.26.46.000000000 PM,CH
1730,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_74821121652008209563_T2,IHEART KIDS,21-OCT-12 12.28.09.000000000 PM,CH
7360,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_61637337583186747906_T2,DANIEL MAURER,28-OCT-12 09.09.48.000000000 PM,EU
11520,MXN,Foreign currency personal check deposits,TRANSACTIONS,GBP_93209381408196462485_T2,DELLUCCI AMERICAN STUDIO S.R.L.,08-NOV-12 11.56.23.000000000 PM,MX
1500,CHF,Foreign currency cash deposit,TRANSACTIONS,PLN_79597625491875639318_T2,DELLUCCI AMERICAN STUDIO S.R.L.,09-NOV-12 10.15.20.000000000 AM,US
5840,MXN,Local currency personal check deposits,TRANSACTIONS,GBP_67286261512333507755_T2,DANIEL MAURER,09-NOV-12 04.49.04.000000000 AM,CH
11160,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_01837322247385256619_T2,MATTHEW METCALFE ESSENTIALS,10-NOV-12 09.51.33.000000000 AM,CA
3790,CAD,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_36245021549998792549_T2,KITTY USER LIMITED,16-NOV-12 06.33.16.000000000 PM,CH
9490,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_56128692605154562671_T2,DANIEL MAURER,17-NOV-12 07.23.16.000000000 AM,CA
13820,EUR,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_46037078190583333805_T2,DANIEL MAURER,22-NOV-12 08.35.20.000000000 AM,CH
13800,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_24352427382800026380_T2,CYBER WOOD LIMITED,09-DEC-12 05.21.05.000000000 AM,CH
11750,CHF,Foreign currency personal check withdrawals,TRANSACTIONS,GBP_00259804413431942171_T2,MATTHEW METCALFE ESSENTIALS,14-DEC-12 10.21.19.000000000 PM,CH
1300,MXN,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_91566982846187424545_T2,DELLUCCI AMERICAN STUDIO S.R.L.,14-DEC-12 08.29.16.000000000 PM,EU
6500,USD,Travelers check deposits,TRANSACTIONS,EUR_74053729394535619571_T2,MATTHEW METCALFE ESSENTIALS,26-DEC-12 01.18.19.000000000 AM,MX
8500,USD,Local currency monetary instrument deposits,TRANSACTIONS,USD_70430534408664325689_T2,EMILY JOHN,27-DEC-12 01.18.19.000000000 AM,US
8500,CAD,Travelers check deposits,TRANSACTIONS,GBP_70421262214702147992_T2,DANIEL MAURER,27-DEC-12 01.18.19.000000000 AM,CH
1370,CHF,Foreign currency cash withdrawals,TRANSACTIONS,GBP_50784778766858085268_T2,DANIEL MAURER,27-DEC-12 11.43.55.000000000 PM,CA
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,EUR_69553082347055611958_T2,MATTHEW METCALFE ESSENTIALS,29-DEC-11 12.00.00.000000000 AM,CH
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_25885823882844135274_T2,KITTY USER LIMITED,31-DEC-11 12.00.00.000000000 AM,CH
26000,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_69272302830584298505_T2,DANIEL MAURER,29-JAN-12 12.00.00.000000000 AM,CH
26000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_38750166053547369778_T2,KITTY USER LIMITED,31-JAN-12 12.00.00.000000000 AM,EU
26000,USD,Card foreign currency ATM withdrawals,TRANSACTIONS,EUR_26723846775234113487_T2,Name,29-MAR-12 12.00.00.000000000 AM,MX
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_26288816564682224111_T2,KITTY USER LIMITED,31-MAR-12 12.00.00.000000000 AM,US
250500,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_37576221381470837428_T2,KITTY USER LIMITED,27-APR-12 12.00.00.000000000 AM,CH
2000,MXN,Local currency cash deposit,TRANSACTIONS,GBP_08244728101936515370_T2,LOUIS GOODWIN TRUST,27-APR-12 10.00.00.000000000 AM,CA
12000,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_69717693384085785853_T2,DANIEL MAURER,28-APR-12 10.00.00.000000000 AM,CH
250500,MXN,Local currency monetary instrument deposits,TRANSACTIONS,GBP_57558023337235768078_T2,DANIEL MAURER,29-APR-12 12.00.00.000000000 AM,CH
